attempt_id,target_id,condition,condition_name,attempt,status,test_path,test_sha256,test_runner,same_test,oracle_status,hypothesis,trigger,potential_failure,expected_behavior,target_evidence,historical_evidence,mechanism_match,buggy_exit,fixed_exit,buggy_state,fixed_state,buggy_failure_type,fixed_failure_type,buggy_exception,fixed_exception,classification,verified_f2p,failure_category,activation,llm_calls,prompt_tokens,completion_tokens,wall_clock_seconds,buggy_log,fixed_log,error
experiment5_C_01,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,1,TEST,generated_tests/experiment5/end_to_end/C/attempt_01.py,742ff9b4a64e47c239f919687a913bacdeb0ea205c8db9a27ff4d58ff60c3b0d,buggy:unittest;fixed:unittest,True,UNSUPPORTED_ORACLE,"In demos/s3server/s3server.py, BucketHandler.get computes the object-name prefix length using a fixed formula (len(path)+1 + sum(2*(i+1)+1)) that does not match the actual nested directory layout produced by _object_path when bucket_depth > 0, so listing a bucket with bucket_depth=1 returns object keys with incorrect leading characters instead of the original object names.","Instantiate S3Application with a temporary root directory and bucket_depth=1, create a bucket directory, write an object file at the path computed by _object_path('bucket', 'foo.txt'), then invoke BucketHandler.get('bucket') through the real Tornado request machinery and inspect the rendered XML for the object Key.","The rendered ListBucketResult contains a Key that is not 'foo.txt' (e.g. it includes extra path characters or is truncated), because the skip length used to strip the filesystem prefix is computed with a formula that assumes a different directory structure than _object_path actually creates.","For a bucket with bucket_depth=1 and an object stored via _object_path('bucket', 'foo.txt'), a GET listing of that bucket must report the object Key as exactly 'foo.txt'.","s3server.py defines _object_path with bucket_depth handling: for depth 1 it builds path = root/bucket/<hash[:2]> and returns path/object_name. BucketHandler.get walks the bucket directory, computes skip = len(path)+1 then adds 2*(i+1)+1 for each depth level, and slices object_names with n[skip:]. The docstring and S3-like semantics require listing keys to be the original object names, not filesystem paths.","cookiecutter:1 and PySnooper:3 both show that path/encoding handling in file I/O can silently produce wrong values; they informed probing path-derived string slicing in the S3 demo, but target truth is established from s3server.py source semantics.",no,1,1,FAIL,FAIL,TARGET_EXCEPTION,TARGET_EXCEPTION,AttributeError,AttributeError,UNSUPPORTED_ORACLE,False,ORACLE_UNSUPPORTED,ACTIVATED,1,12283,1163,6.225,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_01_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_01_fixed.log,
experiment5_C_02,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,2,TEST,generated_tests/experiment5/end_to_end/C/attempt_02.py,2539ac8d66bd1bb7b7837119e2cdc7540915998d32d4bc1a911c7189e112a0ce,buggy:unittest;fixed:unittest,True,SUPPORTED_ORACLE,"Tornado's template loader reads template files using the platform default encoding instead of UTF-8, so a UTF-8 template containing non-ASCII characters will fail to load or be decoded incorrectly when the process locale is not UTF-8.","Set the process locale to C (LC_ALL=C, PYTHONUTF8=0, PYTHONCOERCECLOCALE=0) and load a template file containing a non-ASCII character (e.g., 'é') via tornado.template.Loader.","The template loader opens the file with the locale-dependent default encoding, causing a UnicodeDecodeError or mojibake when the file contains non-ASCII UTF-8 bytes.","Loading a UTF-8 encoded template containing non-ASCII characters should succeed and the generated output should contain the exact Unicode characters, independent of the process locale.","Tornado's template module documentation and source indicate templates are text files; the public API tornado.template.Loader.load is expected to handle UTF-8 templates. The test environment explicitly sets LC_ALL=C, PYTHONUTF8=0, PYTHONCOERCECLOCALE=0, making the default encoding ASCII, which would expose implicit encoding bugs.",cookiecutter:1 demonstrates that implicit text I/O encoding is locale-dependent and that reading UTF-8 data with the platform default encoding fails on non-UTF-8 locales; the fix makes the encoding explicit UTF-8.,no,0,0,PASS,PASS,,,,,P2P,False,SEMANTIC_NON_TRIGGER,NOT_ACTIVATED,1,12283,850,4.664,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_02_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_02_fixed.log,
experiment5_C_03,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,3,TEST,generated_tests/experiment5/end_to_end/C/attempt_03.py,6018a847f978b949b0b6527b0070053a7bdb2ba622787985ff9db115da043bb1,buggy:unittest;fixed:unittest,True,SUPPORTED_ORACLE,"In tornado.escape.json_decode, when given a UTF-8 encoded bytes object containing non-ASCII characters, the function fails to decode it correctly because it uses a locale-dependent implicit decode instead of explicitly decoding as UTF-8.","Call tornado.escape.json_decode with a bytes object that is UTF-8 encoded and contains a non-ASCII character, e.g., b'{""key"": ""\xc3\xa9""}' (representing {""key"": ""é""}).","The function may raise a UnicodeDecodeError or return a string with incorrect characters if the default encoding is not UTF-8 (e.g., ASCII or Latin-1).","json_decode should return a dict with the key 'key' and value 'é' (U+00E9), preserving the non-ASCII character.","Tornado's documentation and source code indicate that json_decode is intended to handle UTF-8 encoded JSON. The function is used in web handlers to decode JSON request bodies, which are typically UTF-8. The source code in tornado/escape.py shows that json_decode calls json.loads on the input, but the exact implementation may involve an implicit decode. Ordinary tests in tornado/test/escape_test.py likely test json_decode with ASCII but may not cover non-ASCII bytes under non-UTF-8 locales.","cookiecutter:1 demonstrates a similar locale-dependent encoding bug where implicit text I/O used the platform default encoding instead of UTF-8, causing failures with non-ASCII data. This suggests that Tornado's json_decode may have the same vulnerability if it relies on the default encoding.",no,0,0,PASS,PASS,,,,,P2P,False,SEMANTIC_NON_TRIGGER,NOT_ACTIVATED,1,12283,732,4.371,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_03_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_03_fixed.log,
experiment5_C_04,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,4,TEST,generated_tests/experiment5/end_to_end/C/attempt_04.py,9f7c53f5aa7b7f848a813aab41df41a80a45913bba65559d70b869f42a6d8cec,buggy:unittest;fixed:unittest,True,SUPPORTED_ORACLE,"tornado.escape.json_decode fails to decode valid UTF-8 JSON bytes containing non-ASCII characters when the process default encoding is not UTF-8 (e.g., LC_ALL=C), because it uses json.loads on bytes without forcing UTF-8 decoding.",Set the process locale to C (LC_ALL=C) and call tornado.escape.json_decode on a UTF-8 encoded JSON byte string containing a non-ASCII value such as '\u00e9' or a literal UTF-8 character.,json_decode raises UnicodeDecodeError instead of returning the decoded Python object with the non-ASCII string preserved.,"tornado.escape.json_decode(b'{""key"": ""\u00e9""}') should return {'key': '\u00e9'} regardless of the process locale, because JSON is defined as UTF-8 and the function is documented to decode JSON strings.","tornado/escape.py defines json_decode as json.loads(value) and its docstring says 'Returns the given value, decoded from JSON.' The module imports json and does not specify an encoding. The test suite tornado/test/escape_test.py includes JSON tests but none with non-ASCII bytes under a non-UTF-8 locale. The CI configuration runs tests under LANG=C, which would expose this if such a test existed.",cookiecutter:1 demonstrates that implicit text I/O encoding is locale-dependent and that valid UTF-8 data must decode independently of the process locale. This supports the mechanism that json.loads on bytes may use the locale default encoding in some Python versions.,no,0,0,PASS,PASS,,,,,P2P,False,SEMANTIC_NON_TRIGGER,NOT_ACTIVATED,1,12283,1136,5.766,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_04_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_04_fixed.log,
experiment5_C_05,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,5,TEST,generated_tests/experiment5/end_to_end/C/attempt_05.py,d7df20d6e8391b164f0875e97529353ec862d3cf0b60c69f07ff882efcb8f07d,buggy:unittest;fixed:unittest,True,SUPPORTED_ORACLE,"tornado.escape.json_decode fails to decode UTF-8 bytes containing non-ASCII characters when the process locale is not UTF-8, because it uses the locale-dependent default encoding instead of explicitly using UTF-8.","Call tornado.escape.json_decode with UTF-8-encoded JSON bytes containing a non-ASCII character (e.g., b'{""key"": ""\u00e9""}') while the process locale is set to a non-UTF-8 encoding such as 'ascii'.","json_decode raises UnicodeDecodeError or returns mojibake instead of the correct Unicode string, violating the expected invariant that valid UTF-8 JSON bytes decode to the same Unicode values regardless of locale.","tornado.escape.json_decode(b'{""key"": ""\u00e9""}') returns {'key': 'é'} even when the process locale is 'ascii'.","tornado/escape.py defines json_decode as json.loads(to_basestring(value)); to_basestring uses utf8(value).decode('utf-8') for bytes, which should be locale-independent. However, if the buggy checkout has a different implementation (e.g., using value.decode() without explicit encoding), the test will expose it. The target's own test suite (tornado/test/escape_test.py) includes tests for json_decode with non-ASCII characters, but they may not force a non-UTF-8 locale.",cookiecutter:1 demonstrates that implicit text I/O encoding is locale-dependent and can cause failures with non-ASCII UTF-8 data; the fix was to explicitly use UTF-8. This suggests a similar bug may exist in tornado.escape.json_decode if it relies on the default encoding.,no,0,0,PASS,PASS,,,,,P2P,False,SEMANTIC_NON_TRIGGER,NOT_ACTIVATED,1,12283,891,4.87,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_05_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_05_fixed.log,
experiment5_C_06,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,6,TEST,generated_tests/experiment5/end_to_end/C/attempt_06.py,051cf8a43848b8b025ee11944f8da6babb1822cb0f927a464042bd9f2d635227,buggy:unittest;fixed:unittest,True,SUPPORTED_ORACLE,"tornado.escape.json_decode fails to decode valid UTF-8 JSON bytes containing non-ASCII characters when the process locale is not UTF-8 (e.g., LC_ALL=C), because it uses the locale-dependent default encoding instead of explicitly using UTF-8.","Call tornado.escape.json_decode on a UTF-8 encoded JSON byte string containing a non-ASCII character (e.g., '\u00e9') while the process locale is set to C (ASCII default encoding).",json_decode raises UnicodeDecodeError instead of returning the decoded Python object with the correct non-ASCII string value.,"json_decode(b'""\xc3\xa9""') should return the string '\u00e9' (é) regardless of the process locale, because JSON is defined as UTF-8 and the function should explicitly decode using UTF-8.","tornado/escape.py defines json_decode as json.loads(to_basestring(value)); to_basestring uses utf8(value).decode('utf-8') for bytes, which should be locale-independent. However, if the implementation instead uses value.decode() without specifying encoding, it would be locale-dependent. The target source must be inspected to confirm the actual implementation.",cookiecutter:1 demonstrates a locale-dependent implicit text I/O encoding bug where valid UTF-8 data fails to decode under non-UTF-8 locales. This suggests probing tornado.escape.json_decode for similar locale sensitivity.,no,2,2,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,MECHANICAL_FAILURE,,,MECHANICAL_FAILURE,False,MECHANICAL_FAILURE,NOT_ACTIVATED,1,12283,967,5.281,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_06_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_06_fixed.log,
experiment5_C_07,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,7,TEST,generated_tests/experiment5/end_to_end/C/attempt_07.py,9f52378d9604cdfbb43fa33cda0c2f9ac1a1e77afe1dd2d542d183a60e1dbe89,buggy:unittest;fixed:unittest,True,SUPPORTED_ORACLE,"In tornado.escape.json_decode, when given a bytes input containing non-ASCII UTF-8 characters, the function incorrectly decodes the bytes using the platform default encoding instead of UTF-8, causing UnicodeDecodeError or incorrect Unicode values when the default encoding is not UTF-8.","Call tornado.escape.json_decode with a bytes object containing a non-ASCII UTF-8 character (e.g., b'""\xc3\xa9""') while the process default encoding is set to ASCII (via locale or PYTHONIOENCODING).",The function raises UnicodeDecodeError or returns a string with mojibake instead of the correct Unicode character 'é'.,"json_decode(b'""\xc3\xa9""') should return the string 'é' (U+00E9) regardless of the process default encoding.","Tornado's json_decode is documented to accept bytes and decode them as UTF-8. The source code in tornado/escape.py uses json.loads on the decoded string, and the decoding step should explicitly use UTF-8. Ordinary tests in tornado/test/escape_test.py include non-ASCII JSON decoding tests, but they may not force a non-UTF-8 locale.",cookiecutter:1 demonstrates that implicit text I/O encoding can be locale-dependent and cause failures with non-ASCII UTF-8 data. This suggests a similar bug may exist in Tornado's json_decode if it relies on the default encoding.,no,0,0,PASS,PASS,,,,,P2P,False,SEMANTIC_NON_TRIGGER,NOT_ACTIVATED,1,12283,1214,6.645,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_07_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_07_fixed.log,
experiment5_C_08,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,8,TEST,generated_tests/experiment5/end_to_end/C/attempt_08.py,8b8a0e188716fea4e5f4c4ff4ed2ef30ea3be5b7604bed7310c67a38840dc0ec,buggy:unittest;fixed:unittest,True,SUPPORTED_ORACLE,"In tornado.escape.json_decode, when the input is a UTF-8 encoded bytes object containing non-ASCII characters, the function fails to decode it correctly because it uses the locale-dependent default encoding instead of explicitly using UTF-8.","Call tornado.escape.json_decode with a UTF-8 encoded bytes object containing a non-ASCII character (e.g., b'""\u00e9""' or b'""é""') under a non-UTF-8 locale (e.g., LC_ALL=C).",The function raises UnicodeDecodeError or returns a mojibake string instead of the correct Unicode string.,"json_decode(b'""\u00e9""') should return the string 'é' (U+00E9) regardless of the process locale.","tornado/escape.py defines json_decode and uses json.loads; the documentation for json_decode states it accepts a string or bytes and returns the decoded object. The function's implementation likely calls json.loads directly on the input without specifying encoding, relying on the default locale encoding. Under LC_ALL=C, the default encoding is ASCII, so decoding UTF-8 bytes containing non-ASCII characters would fail.",cookiecutter:1 demonstrates that implicit text I/O encoding is locale-dependent and can cause failures with non-ASCII UTF-8 data; the fix was to explicitly use UTF-8. This suggests a similar bug may exist in tornado.escape.json_decode.,no,0,0,PASS,PASS,,,,,P2P,False,SEMANTIC_NON_TRIGGER,NOT_ACTIVATED,1,12283,864,4.971,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_08_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_08_fixed.log,
experiment5_C_09,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,9,TEST,generated_tests/experiment5/end_to_end/C/attempt_09.py,d949e0fae3b1f59dff845bfcf99dd0d4abc8d9c707b27c763b8b87a01dad0b27,buggy:unittest;fixed:unittest,True,SUPPORTED_ORACLE,"In tornado.escape.json_decode, when given a bytes input containing UTF-8 encoded non-ASCII characters, the function fails to decode it correctly because it uses the locale-dependent default encoding instead of explicitly using UTF-8.","Call tornado.escape.json_decode with a bytes object containing a JSON string with a non-ASCII character (e.g., 'é') encoded in UTF-8, under a non-UTF-8 locale (e.g., LC_ALL=C).","The function may raise UnicodeDecodeError or return a string with incorrect characters (e.g., mojibake) instead of the expected Unicode string.","json_decode(b'""\xc3\xa9""') should return the string 'é' (U+00E9) regardless of the process locale.",tornado/escape.py defines json_decode which calls json.loads on the input; json.loads in Python 3 decodes bytes using the default encoding (locale-dependent) unless explicitly specified. The function's docstring and usage in tornado.web indicate it should handle UTF-8 encoded JSON.,"cookiecutter:1 demonstrates a similar locale-dependent implicit encoding bug in file reading, where the fix was to explicitly use UTF-8. This suggests the same class of bug may exist in tornado.escape.json_decode.",no,0,0,PASS,PASS,,,,,P2P,False,SEMANTIC_NON_TRIGGER,NOT_ACTIVATED,1,12283,839,4.863,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_09_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_09_fixed.log,
experiment5_C_10,tornado:1,C,STRUCTURED_APPLICABILITY_AWARE,10,TEST,generated_tests/experiment5/end_to_end/C/attempt_10.py,ec981fe35aa226408c28e46f9bae355c451d9bc7e546a20f2602f1ab62d52716,buggy:unittest;fixed:unittest,True,SUPPORTED_ORACLE,"In tornado.escape.json_decode, when given a bytes input containing UTF-8 encoded non-ASCII characters, the function decodes it using the platform default encoding (locale-dependent) instead of explicitly using UTF-8, causing incorrect Unicode values or a UnicodeDecodeError when the locale is not UTF-8.","Call tornado.escape.json_decode with a bytes object containing a JSON string with a non-ASCII character (e.g., 'é') while the process locale is set to a non-UTF-8 encoding such as 'ascii' or 'latin-1'.","The function may raise UnicodeDecodeError or return a string with mojibake (e.g., 'Ã©' instead of 'é') because it uses the default locale encoding rather than UTF-8.","json_decode(b'""\u00e9""') should return the string 'é' regardless of the process locale, because JSON is defined to be UTF-8 and the function should explicitly decode bytes as UTF-8.","Tornado's escape.py source shows json_decode calls _json_decode which does `to_unicode(value)`; to_unicode uses `value.decode('utf-8')` when given bytes. However, the buggy checkout may have a different implementation. The ordinary test tornado/test/escape_test.py includes tests for json_decode with non-ASCII bytes, but they may not force a non-UTF-8 locale. The documentation for json_decode states it accepts bytes and decodes them.",cookiecutter:1 demonstrates a locale-dependent implicit encoding bug where reading UTF-8 data without explicit encoding fails under non-UTF-8 locales. This is directly analogous: json_decode may implicitly use the default encoding for bytes input.,no,0,0,PASS,PASS,,,,,P2P,False,SEMANTIC_NON_TRIGGER,NOT_ACTIVATED,1,12283,1079,5.17,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_10_buggy.log,artifacts/execution_logs/experiment5/end_to_end/C/E5A_C_experiment5_C_10_fixed.log,
